policy_id,location_zone,roof_age,roof_material,home_age,construction_type,prior_water_claim,months_since_water,coverage_a,rcv_ratio,prior_claims_5yr,ins_lapses,swimming_pool,trampoline,home_business,fire_sprinklers,monitored_alarm,gated_community,wood_stove,recent_reno,pet_ownership,square_footage,building_code_comply,fire_hydrant_dist,iso_class,wildfire_score,wildfire_zone,canopy_pct,crime_idx,flood_zone,flood_depth_in,slope_deg,hail_zone,burn_history,foundation_type,ix_roof_wildfire,ix_water_canopy,ix_rcv_crime,ix_flood_foundation,ix_slope_burn,ix_roof_hail,score_t1,score_glm,final_risk_score,expected_loss,indicative_premium,decision
HO-2024013,TX-Hail,15,tile,39,brick_veneer,1,35,405776,0.919,1,0,none,0,none,none,0,0,0,0,1,2930,0,6.11,4,6.2,0,24.2,44.8,0,0.0,10.82,1,0,concrete_slab,0,0,0,0,0,0,40.29,46.65,47.65,2824.0,4340.0,Standard
HO-2024014,TX-Hail,18,tile,30,masonry,0,999,389671,0.975,0,0,none,0,none,partial,0,0,0,1,0,2344,0,4.53,3,37.6,0,33.2,12.2,0,0.0,8.73,1,0,poured_concrete,0,0,0,0,0,0,36.31,35.73,36.95,2059.0,3170.0,Standard
HO-2024015,TX-Hail,22,asphalt,44,wood_frame,0,999,120000,0.983,0,2,none,0,none,none,0,0,0,1,0,2440,0,3.88,2,29.7,0,22.8,9.6,0,0.0,11.88,0,0,poured_concrete,0,0,0,0,0,0,43.65,48.93,50.96,3114.0,4790.0,Standard
HO-2024016,FL-Flood,3,asphalt,21,masonry,0,999,342575,0.929,2,0,above_ground,0,none,none,1,0,0,0,0,3971,1,7.52,4,24.6,0,41.3,31.3,0,0.0,9.9,0,0,poured_concrete,0,0,0,0,0,0,30.77,39.75,41.71,2369.0,3650.0,Standard
HO-2024017,IL-Midwest,13,slate,22,brick_veneer,1,7,442777,0.914,0,0,none,1,home_office,none,0,0,0,0,0,2284,1,5.77,3,24.8,0,14.0,68.3,0,0.0,5.43,1,0,poured_concrete,0,0,0,0,0,0,35.56,40.8,41.15,2331.0,3590.0,Standard
HO-2024018,CO-Mixed,25,asphalt,29,masonry,1,31,429603,0.988,0,0,above_ground,0,none,full,0,0,0,1,0,2573,0,9.1,5,40.6,0,31.7,18.9,0,0.0,44.03,1,0,stone_dirt,0,0,0,0,0,1,41.99,43.32,44.88,2602.0,4000.0,Standard
HO-2024019,FL-Flood,6,asphalt,12,brick_veneer,0,999,506492,1.043,5,1,none,0,home_office,partial,0,0,1,0,0,2170,1,0.59,1,7.6,0,31.0,26.8,0,0.0,2.44,0,0,poured_concrete,0,0,0,0,0,0,31.12,53.87,54.39,3445.0,5300.0,Standard
HO-2024020,NY-NE,20,slate,43,wood_frame,1,35,325751,0.976,1,0,none,0,none,none,0,0,0,0,1,1917,0,6.99,4,5.4,0,23.1,38.4,0,0.0,2.07,0,1,concrete_slab,0,0,0,0,0,0,40.63,47.14,46.86,2759.0,4240.0,Standard
HO-2024021,TX-Hail,5,tile,20,wood_frame,0,999,479750,1.182,1,0,none,0,none,none,1,0,0,0,0,2373,1,6.45,4,14.2,0,36.7,24.0,0,0.0,2.61,0,0,poured_concrete,0,0,0,0,0,0,31.24,34.12,35.18,1954.0,3010.0,Standard
HO-2024022,FL-Flood,22,slate,22,masonry,0,999,283493,1.091,0,0,none,0,none,none,1,0,0,0,0,1772,1,2.74,2,22.1,0,6.3,35.1,1,16.48,22.48,0,0,concrete_slab,0,0,0,0,0,0,38.32,36.34,38.83,2176.0,3350.0,Standard
HO-2024023,CO-Mixed,17,tile,28,brick_veneer,0,999,182534,0.797,0,0,in_ground,1,home_office,none,1,0,0,0,1,2209,0,12.98,7,61.6,1,42.9,44.3,0,0.0,23.46,0,1,concrete_slab,0,0,0,0,1,0,35.09,42.48,45.3,2634.0,4050.0,Standard
HO-2024024,CO-Mixed,3,slate,5,wood_frame,0,999,198318,1.093,1,0,none,0,none,none,1,0,0,0,1,1873,1,3.34,2,53.6,0,20.7,35.8,0,0.0,31.94,1,0,concrete_slab,0,0,0,0,0,0,23.56,26.19,27.37,1552.0,2280.0,Preferred
HO-2024025,WA-NW,28,asphalt,34,superior,0,999,175304,1.105,0,1,none,0,home_office,full,1,0,1,0,1,700,0,9.84,5,35.3,0,61.2,32.4,0,0.0,16.29,0,0,stone_dirt,0,0,0,0,0,0,38.52,42.19,43.59,2505.0,3850.0,Standard
HO-2024026,TX-Hail,11,tile,21,wood_frame,0,999,521342,0.959,0,0,above_ground,0,home_office,none,0,0,0,1,1,1731,1,5.51,3,29.4,0,18.7,3.0,0,0.0,7.82,1,1,block,0,0,0,0,0,0,32.65,36.12,36.37,2024.0,3110.0,Standard
HO-2024027,IL-Midwest,10,metal,38,masonry,0,999,167959,0.811,0,0,above_ground,0,none,none,0,0,0,0,1,2816,0,1.9,1,0.0,0,13.5,39.9,1,0.71,5.33,1,0,poured_concrete,0,0,0,0,0,0,27.61,30.66,30.29,1691.0,2600.0,Standard
HO-2024028,NY-NE,19,tile,48,superior,0,999,418365,1.021,0,0,none,0,none,partial,1,0,0,0,1,2489,0,7.43,4,24.2,0,22.5,76.0,0,0.0,10.88,0,0,poured_concrete,0,0,0,0,0,0,36.99,36.81,37.8,2111.0,3250.0,Standard
HO-2024029,CA-Wildfire,28,asphalt,40,masonry,1,5,342770,1.019,0,0,none,1,none,partial,0,0,0,0,1,1924,0,12.76,7,75.0,1,30.2,35.9,0,0.0,40.07,1,1,block,1,0,0,0,1,1,53.87,59.66,67.77,5115.0,8530.0,Rated
HO-2024030,NY-NE,8,asphalt,9,masonry,0,999,365629,0.863,2,0,none,0,active_business,none,0,0,0,0,0,2173,1,3.12,2,28.2,0,36.7,63.8,0,0.0,1.07,0,0,stone_dirt,0,0,0,0,0,0,25.12,36.07,35.75,1987.0,3060.0,Standard
HO-2024031,TX-Hail,18,asphalt,24,wood_frame,1,11,570905,0.817,1,0,none,1,none,partial,0,0,0,0,0,1495,0,3.35,2,0.0,0,23.0,16.2,0,0.0,3.28,1,0,poured_concrete,0,0,0,0,0,0,45.66,52.33,52.28,3237.0,4980.0,Standard
HO-2024032,CA-Wildfire,21,asphalt,35,wood_frame,1,18,318620,1.008,0,1,none,1,none,none,0,0,0,0,1,1576,0,6.7,4,60.1,1,28.0,19.9,0,0.0,41.12,0,0,concrete_slab,1,0,0,0,0,0,48.33,56.05,61.08,4199.0,7000.0,Rated
HO-2024033,MN-North,24,asphalt,48,masonry,1,30,465624,0.987,0,0,none,0,none,none,1,1,0,0,0,2105,0,1.19,1,25.2,0,23.4,41.6,0,0.0,1.74,1,0,concrete_slab,0,0,0,0,0,1,40.42,37.78,39.13,2196.0,3380.0,Standard
HO-2024034,MN-North,19,tile,29,wood_frame,0,999,385258,0.962,0,0,in_ground,0,home_office,full,1,0,0,0,0,1938,0,0.74,1,26.1,0,20.8,27.6,0,0.0,13.4,1,0,concrete_slab,0,0,0,0,0,0,31.98,30.4,30.95,1725.0,2650.0,Standard
HO-2024035,WA-NW,14,tile,15,wood_frame,0,999,358717,1.008,0,1,none,0,home_office,full,1,0,0,0,0,1534,1,13.24,7,69.1,1,76.8,38.8,0,0.0,32.8,0,0,poured_concrete,0,0,0,0,0,0,29.3,31.6,31.91,1774.0,2730.0,Standard
HO-2024036,FL-Flood,10,asphalt,16,masonry,0,999,701995,0.866,1,0,none,0,active_business,partial,0,1,0,1,0,2049,1,7.57,4,10.9,0,8.2,26.2,1,4.83,4.35,0,0,concrete_slab,0,0,0,0,0,0,33.03,37.79,38.89,2180.0,3350.0,Standard
HO-2024037,CA-Wildfire,18,tile,21,wood_frame,1,9,178212,0.959,0,0,above_ground,0,home_office,none,0,0,0,0,1,1265,1,6.25,4,100.0,1,48.6,28.7,0,0.0,15.33,0,1,concrete_slab,0,0,0,0,0,0,45.77,50.32,51.01,3118.0,4800.0,Standard
HO-2024038,AZ-Desert,8,asphalt,18,superior,0,999,560478,1.095,1,0,none,0,none,partial,1,0,0,0,0,3280,1,16.26,9,39.8,0,9.1,34.7,0,0.0,0.0,0,0,concrete_slab,0,0,0,0,0,0,24.9,29.25,27.78,1570.0,2310.0,Preferred
HO-2024039,CO-Mixed,0,asphalt,28,masonry,0,999,471896,0.971,1,0,none,0,none,none,0,0,0,0,0,2771,0,9.91,5,31.4,0,25.8,47.9,0,0.0,29.86,1,0,poured_concrete,0,0,0,0,0,0,27.13,33.95,35.45,1970.0,3030.0,Standard
HO-2024040,TX-Hail,21,asphalt,22,masonry,0,999,312866,0.786,0,1,in_ground,0,home_office,none,0,0,0,1,1,700,1,6.92,4,22.4,0,43.7,42.7,1,1.14,15.64,1,0,block,0,0,0,0,0,1,36.86,42.54,45.24,2630.0,4050.0,Standard
HO-2024041,IL-Midwest,26,asphalt,54,masonry,1,36,608104,0.954,0,1,none,0,active_business,partial,0,0,0,1,1,2728,0,4.36,3,32.4,0,26.4,53.4,0,0.0,7.83,0,0,concrete_slab,0,0,0,0,0,0,41.31,46.7,47.0,2770.0,4260.0,Standard
HO-2024042,CA-Wildfire,0,asphalt,15,masonry,0,999,121264,0.87,0,1,none,0,none,none,1,0,1,0,0,1820,1,11.1,6,75.9,1,25.5,47.4,0,0.0,39.84,0,0,poured_concrete,0,0,0,0,0,0,27.0,30.57,32.67,1814.0,2790.0,Standard
HO-2024043,GA-SE,8,asphalt,14,masonry,1,9,306952,1.057,0,0,none,0,none,full,1,0,0,0,1,1689,1,5.63,3,19.5,0,45.3,48.0,1,14.03,8.41,0,0,concrete_slab,0,0,0,0,0,0,31.8,28.84,28.36,1597.0,2350.0,Preferred
HO-2024044,FL-Flood,23,asphalt,35,brick_veneer,0,999,210812,1.065,0,0,none,0,home_office,none,1,1,0,0,0,2664,0,7.4,4,26.0,0,12.5,29.4,0,0.0,7.52,0,0,stone_dirt,0,0,0,0,0,0,44.09,44.34,43.9,2528.0,3890.0,Standard
HO-2024045,AZ-Desert,36,slate,40,wood_frame,0,999,437691,0.788,0,0,above_ground,1,none,none,1,0,0,0,0,1992,0,10.42,6,45.5,0,15.0,33.2,0,0.0,0.0,0,0,stone_dirt,0,0,0,0,0,0,43.41,49.13,49.02,2940.0,4520.0,Standard
HO-2024046,FL-Flood,18,asphalt,34,masonry,0,999,224171,1.126,1,1,none,1,none,partial,0,0,0,1,0,1809,0,2.39,2,15.9,0,30.6,46.0,1,1.64,8.68,1,0,poured_concrete,0,0,0,0,0,0,40.73,49.19,49.86,3014.0,4640.0,Standard
HO-2024047,IL-Midwest,11,tile,31,masonry,0,999,440628,0.864,1,0,none,0,active_business,partial,1,0,0,0,1,1103,0,2.49,2,18.2,0,31.6,50.7,0,0.0,13.66,0,0,poured_concrete,0,0,0,0,0,0,28.39,33.5,34.48,1914.0,2950.0,Standard
HO-2024048,IL-Midwest,16,tile,27,brick_veneer,0,999,353898,1.238,0,0,none,0,home_office,none,0,1,0,0,0,2786,0,1.24,1,26.4,0,14.9,59.4,0,0.0,12.48,0,0,block,0,0,1,0,0,0,32.42,33.23,34.96,1942.0,2990.0,Standard
HO-2024049,TX-Hail,30,slate,57,wood_frame,0,999,312890,1.013,1,1,above_ground,0,none,none,1,0,0,0,1,2877,0,2.19,2,22.3,0,23.0,29.2,0,0.0,9.17,1,0,stone_dirt,0,0,0,0,0,1,48.45,56.04,58.54,3896.0,5990.0,Standard
HO-2024050,MN-North,12,metal,30,brick_veneer,0,999,434410,0.846,0,1,none,0,none,partial,1,0,0,0,1,2220,0,3.38,2,20.7,0,30.6,27.8,0,0.0,5.11,1,0,poured_concrete,0,0,0,0,0,0,26.26,27.17,26.99,1534.0,2260.0,Preferred
HO-2024051,WA-NW,10,asphalt,16,wood_frame,0,999,342392,0.86,0,1,none,0,none,none,0,0,1,1,0,1225,1,5.04,3,53.7,0,76.0,36.2,0,0.0,24.98,0,0,block,0,0,0,0,0,0,28.44,31.64,29.94,1674.0,2460.0,Preferred
HO-2024052,MN-North,13,asphalt,18,superior,1,28,227591,1.069,1,0,above_ground,0,active_business,none,0,0,0,0,0,2326,1,6.95,4,15.3,0,19.4,21.7,0,0.0,14.39,1,0,concrete_slab,0,0,0,0,0,0,28.06,37.57,36.78,2049.0,3150.0,Standard
HO-2024053,GA-SE,9,slate,16,superior,0,999,772192,0.965,0,0,above_ground,0,active_business,none,1,1,0,0,0,2580,1,7.6,4,24.8,0,37.4,67.2,0,0.0,0.0,1,0,concrete_slab,0,0,0,0,0,0,21.91,24.71,26.44,1510.0,2220.0,Preferred
HO-2024054,NY-NE,19,asphalt,31,wood_frame,0,999,311796,1.006,0,1,none,0,home_office,none,0,0,0,0,0,2080,0,1.4,1,6.5,0,37.9,62.7,0,0.0,12.77,0,0,poured_concrete,0,0,0,0,0,0,36.65,41.26,41.06,2325.0,3580.0,Standard
HO-2024055,MN-North,32,tile,36,brick_veneer,1,32,120000,1.246,1,0,none,0,none,full,0,0,1,1,1,2761,0,0.71,1,15.1,0,28.1,27.1,0,0.0,0.0,1,0,stone_dirt,0,0,0,0,0,1,43.27,45.97,46.69,2745.0,4220.0,Standard
HO-2024056,CA-Wildfire,20,tile,21,wood_frame,0,999,262106,0.922,0,0,none,1,none,none,1,1,0,0,0,2227,1,13.07,7,45.0,0,30.2,21.1,0,0.0,26.1,0,0,poured_concrete,0,0,0,0,0,0,38.51,40.74,40.07,2258.0,3470.0,Standard
HO-2024057,TX-Hail,15,tile,23,masonry,0,999,202581,1.028,0,0,none,0,home_office,full,0,0,0,0,0,2328,1,7.36,4,21.4,0,14.5,45.1,0,0.0,2.75,0,0,poured_concrete,0,0,0,0,0,0,33.41,33.71,34.59,1920.0,2950.0,Standard
HO-2024058,CA-Wildfire,15,metal,44,wood_frame,0,999,495660,1.219,0,0,in_ground,0,none,none,1,0,0,0,0,3210,0,9.68,5,67.4,1,52.0,42.8,0,0.0,19.52,0,0,poured_concrete,0,0,0,0,0,0,40.92,42.65,42.99,2461.0,3790.0,Standard
HO-2024059,FL-Flood,3,metal,13,brick_veneer,0,999,425031,1.058,0,0,none,0,home_office,full,1,1,0,0,0,1731,1,4.79,3,9.7,0,12.3,26.8,0,0.0,0.66,0,0,block,0,0,0,0,0,0,27.27,23.58,23.61,1388.0,2040.0,Preferred
HO-2024060,CO-Mixed,25,tile,48,wood_frame,0,999,435819,0.795,1,2,none,1,home_office,none,0,0,0,0,0,923,0,7.74,4,53.8,0,31.3,54.7,0,0.0,37.34,1,0,block,0,0,0,0,0,1,43.92,59.45,61.57,4260.0,7100.0,Rated
HO-2024061,FL-Flood,17,asphalt,22,wood_frame,0,999,328196,1.091,0,1,none,0,none,none,1,0,0,1,0,1973,1,0.65,1,20.2,0,17.8,10.5,0,0.0,16.04,0,0,block,0,0,0,0,0,0,39.29,38.4,37.26,2078.0,3200.0,Standard
HO-2024062,GA-SE,16,slate,44,wood_frame,1,23,340890,0.857,1,1,above_ground,0,active_business,none,1,1,0,0,0,1677,0,1.13,1,5.0,0,40.3,38.2,0,0.0,1.67,1,0,concrete_slab,0,0,0,0,0,0,38.98,47.33,46.98,2769.0,4260.0,Standard
HO-2024063,FL-Flood,46,asphalt,71,wood_frame,0,999,328069,1.217,0,0,none,0,none,none,1,0,0,0,0,1033,0,5.82,3,16.0,0,32.8,7.6,1,0.5,8.92,0,0,block,0,0,0,0,0,0,65.1,64.66,67.16,5024.0,8370.0,Rated
HO-2024064,FL-Flood,20,asphalt,26,brick_veneer,0,999,368632,0.905,0,0,none,0,home_office,none,0,0,0,1,0,2566,0,1.87,1,14.6,0,27.8,38.6,0,0.0,14.35,0,0,block,0,0,0,0,0,0,40.71,42.12,42.9,2454.0,3780.0,Standard
HO-2024065,IL-Midwest,11,slate,35,wood_frame,0,999,496946,1.436,0,0,above_ground,0,none,none,0,0,0,0,0,2100,0,2.22,2,2.4,0,26.9,57.2,1,0.5,15.08,1,0,concrete_slab,0,0,1,0,0,0,31.71,34.51,34.87,1936.0,2980.0,Standard
HO-2024066,TX-Hail,14,asphalt,20,brick_veneer,0,999,427050,1.225,0,0,none,0,home_office,none,1,0,1,0,1,734,1,3.33,2,8.9,0,31.7,38.0,0,0.0,14.56,1,0,poured_concrete,0,0,0,0,0,0,35.63,36.52,36.98,2061.0,3170.0,Standard
HO-2024067,WA-NW,28,asphalt,46,masonry,1,31,450015,0.908,0,0,none,0,home_office,none,0,0,0,0,1,3259,0,6.24,4,41.9,0,83.0,30.7,0,0.0,29.46,1,0,concrete_slab,0,1,0,0,0,1,44.52,48.21,51.93,3205.0,4930.0,Standard
HO-2024068,CA-Wildfire,19,asphalt,24,masonry,0,999,449938,1.023,3,1,none,0,none,none,1,0,0,0,0,1554,0,5.31,3,58.2,1,52.3,29.1,0,0.0,42.08,0,0,concrete_slab,0,0,0,0,0,0,38.0,51.97,52.65,3274.0,5040.0,Standard
HO-2024069,MN-North,5,slate,15,masonry,0,999,503821,1.126,0,0,none,0,none,none,0,0,0,0,1,1638,1,7.58,4,7.2,0,10.9,29.5,0,0.0,10.02,1,0,poured_concrete,0,0,0,0,0,0,19.93,21.58,21.46,1303.0,1920.0,Preferred
HO-2024070,WA-NW,26,asphalt,54,superior,0,999,420341,1.13,0,1,none,0,none,partial,0,0,1,0,0,2806,0,8.76,5,44.8,0,40.5,38.7,0,0.0,33.92,0,0,concrete_slab,0,0,0,0,0,0,41.8,46.49,46.91,2763.0,4250.0,Standard
HO-2024071,TX-Hail,11,tile,21,wood_frame,0,999,430238,1.082,0,0,none,0,none,none,0,1,0,0,0,2421,1,1.99,1,24.6,0,31.1,20.7,0,0.0,2.21,1,0,concrete_slab,0,0,0,0,0,0,32.69,31.05,31.15,1735.0,2670.0,Standard
HO-2024072,CA-Wildfire,34,asphalt,40,wood_frame,0,999,546432,1.195,1,0,none,0,home_office,full,0,0,0,0,1,2918,0,9.84,5,63.3,1,41.0,14.9,0,0.0,45.42,0,0,poured_concrete,1,0,0,0,0,0,51.76,57.9,61.61,4264.0,7110.0,Rated
HO-2024073,WA-NW,27,slate,28,brick_veneer,0,999,286893,1.003,1,0,none,1,none,none,0,0,0,0,0,700,0,15.91,8,37.0,0,55.0,49.8,0,0.0,10.26,0,0,block,0,0,0,0,0,0,36.56,47.85,49.4,2974.0,4580.0,Standard
HO-2024074,AZ-Desert,13,slate,31,masonry,0,999,260196,0.969,0,1,none,0,none,full,1,0,0,0,1,1885,0,16.32,9,25.7,0,17.5,40.5,0,0.0,1.2,0,0,concrete_slab,0,0,0,0,0,0,29.02,32.25,31.69,1763.0,2710.0,Standard
HO-2024075,AZ-Desert,29,asphalt,32,superior,1,28,213970,0.971,1,0,none,0,none,none,0,0,0,0,0,2200,0,5.37,3,37.4,0,18.3,19.0,0,0.0,1.12,0,1,stone_dirt,0,0,0,0,0,0,40.56,46.01,45.07,2617.0,4030.0,Standard
HO-2024076,WA-NW,18,asphalt,43,wood_frame,0,999,405608,1.14,2,0,none,0,none,full,1,0,0,1,1,3076,0,13.73,7,33.9,0,58.0,25.9,0,0.0,48.41,0,0,poured_concrete,0,0,0,0,0,0,38.05,45.26,47.61,2821.0,4340.0,Standard
HO-2024077,CA-Wildfire,25,asphalt,30,wood_frame,1,16,120477,1.071,0,0,none,0,home_office,none,0,0,0,0,0,1466,0,7.16,4,75.8,1,26.3,45.4,1,13.09,13.95,1,1,poured_concrete,1,0,0,0,0,1,49.19,52.71,57.44,3771.0,5800.0,Standard
HO-2024078,FL-Flood,22,metal,38,wood_frame,0,999,444701,1.061,0,2,above_ground,0,none,partial,1,0,0,0,0,1844,0,2.12,2,17.3,0,46.2,30.2,1,23.93,0.0,0,0,concrete_slab,0,0,0,0,0,0,42.4,46.84,46.94,2765.0,4250.0,Standard
HO-2024079,CA-Wildfire,10,tile,34,masonry,1,8,364712,1.131,1,0,none,1,home_office,partial,1,0,0,1,0,2205,0,16.12,9,100.0,1,32.0,24.7,0,0.0,18.46,0,1,stone_dirt,0,0,0,0,0,0,43.18,52.02,51.0,3118.0,4800.0,Standard
HO-2024080,GA-SE,12,metal,16,brick_veneer,0,999,538849,0.733,1,0,none,0,home_office,none,0,1,0,1,1,2671,1,3.39,2,12.2,0,71.2,64.3,0,0.0,5.65,0,0,poured_concrete,0,0,0,0,0,0,23.97,28.19,26.51,1513.0,2220.0,Preferred
HO-2024081,NY-NE,27,asphalt,55,wood_frame,0,999,285931,1.063,0,0,in_ground,0,none,none,0,0,0,0,0,1268,0,6.28,4,0.8,0,46.0,43.0,0,0.0,6.87,0,0,poured_concrete,0,0,0,0,0,0,45.56,48.39,48.89,2930.0,4510.0,Standard
HO-2024082,FL-Flood,14,slate,41,brick_veneer,0,999,351535,1.051,1,0,none,0,home_office,partial,1,0,0,0,1,2708,0,7.92,4,21.3,0,38.7,50.7,1,10.6,8.01,0,0,poured_concrete,0,0,0,0,0,0,39.31,44.41,45.76,2671.0,4110.0,Standard
HO-2024083,CA-Wildfire,14,slate,43,brick_veneer,0,999,537108,1.254,0,1,in_ground,0,none,none,1,0,0,0,1,1657,0,6.0,4,85.3,1,35.7,50.5,0,0.0,29.95,1,0,poured_concrete,0,0,0,0,0,0,40.33,44.18,46.53,2732.0,4200.0,Standard
HO-2024084,FL-Flood,9,tile,15,masonry,0,999,573638,0.806,0,0,in_ground,0,none,none,0,0,0,0,0,2381,1,4.1,3,31.6,0,27.1,53.4,1,2.79,11.28,0,0,block,0,0,0,0,0,0,31.44,32.82,33.39,1854.0,2850.0,Standard
HO-2024085,FL-Flood,21,metal,29,wood_frame,0,999,284778,1.238,0,0,in_ground,0,none,partial,0,0,0,0,1,1955,0,5.75,3,0.0,0,32.2,29.7,1,4.47,0.0,0,0,concrete_slab,0,0,0,0,0,0,41.66,43.57,43.88,2526.0,3890.0,Standard
HO-2024086,AZ-Desert,36,asphalt,60,masonry,0,999,405449,1.031,0,0,in_ground,0,none,none,1,1,1,1,0,2306,0,9.13,5,56.6,1,8.0,41.9,0,0.0,10.71,0,0,poured_concrete,1,0,0,0,0,0,47.89,48.4,51.7,3183.0,4900.0,Standard
HO-2024087,NY-NE,8,asphalt,8,brick_veneer,0,999,421218,1.088,0,0,none,0,home_office,partial,1,0,0,0,0,2259,1,4.16,3,33.9,0,7.2,29.9,0,0.0,17.05,0,0,poured_concrete,0,0,0,0,0,0,25.78,24.38,25.78,1481.0,2180.0,Preferred
HO-2024088,GA-SE,18,tile,18,masonry,0,999,432311,1.255,3,0,in_ground,0,none,none,0,0,0,1,0,3057,1,2.84,2,11.6,0,64.1,76.6,1,1.12,8.09,0,0,concrete_slab,0,0,1,0,0,0,29.98,42.41,44.92,2605.0,4010.0,Standard
HO-2024089,IL-Midwest,30,tile,48,masonry,0,999,343239,1.099,1,0,none,0,none,none,0,0,0,1,0,1923,0,1.73,1,26.5,0,5.1,68.9,0,0.0,10.89,0,0,poured_concrete,0,0,0,0,0,0,41.11,45.29,45.27,2633.0,4050.0,Standard
HO-2024090,CA-Wildfire,17,tile,22,wood_frame,0,999,559393,1.076,0,0,none,0,none,none,1,0,0,0,1,1873,1,5.68,3,61.7,1,36.1,45.5,0,0.0,24.0,0,0,poured_concrete,0,0,0,0,0,0,37.34,36.67,37.04,2065.0,3180.0,Standard
